	evaluation_mode	train_size	validation_unbalance_rate	use_scale_free_distribution	validation_sample_only_edges_with_heterogeneous_node_types	false_discovery_rate	negative_predictive_value	positive_likelyhood_ratio	negative_likelyhood_ratio	false_omission_rate	diagnostic_odds_ratio	matthews_correlation_coefficient	threat_score	markedness	informedness	accuracy	precision	fall_out	prevalence_threshold	prevalence	recall	miss_rate	f1_score	specificity	fowlkes_mallows_index	balanced_accuracy	auroc	auprc	time_required_for_training	time_required_for_evaluation	task_name	model_name	library_name	graph_name	nodes_number	edges_number	evaluation_schema	holdout_number	holdouts_kwargs	use_subgraph_as_support	number_of_threads	python_version	platform	number_of_holdouts	number_of_slurm_nodes	time_required_to_compute_constant_node_features	time_required_to_compute_constant_node_type_features	time_required_to_compute_constant_edge_features	time_required_for_setting_up_holdout	time_required_to_compute_node_features	time_required_to_compute_node_type_features	time_required_to_compute_edge_features	features_names	('model_parameters', 'random_state')	('model_parameters', 'edge_features')	('model_parameters', 'edge_embeddings')	('model_parameters', 'cooccurrence_iterations')	('model_parameters', 'cooccurrence_window_size')	('model_parameters', 'number_of_epochs')	('model_parameters', 'number_of_edges_per_mini_batch')	('model_parameters', 'sample_only_edges_with_heterogeneous_node_types')	('model_parameters', 'learning_rate')	('model_parameters', 'first_order_decay_factor')	('model_parameters', 'second_order_decay_factor')	('model_parameters', 'avoid_false_negatives')	('model_parameters', 'use_scale_free_distribution')
0	train	0.007185042262073829	1.0	True	False	0.02053622361665719	0.9389033942558747	47.69444444444452	0.06507230255839817	0.06109660574412533	732.9453941120624	0.9174710434174779	0.9181818181818182	0.9183671706392174	0.9165757906215921	0.9582878953107961	0.9794637763833428	0.019629225736095934	0.12648434994717891	0.5	0.9362050163576882	0.06379498364231184	0.957345971563981	0.9803707742639041	0.9575901528267354	0.9582878953107961	0.9915480818514691	0.9752637278517613	3.6423823833465576	0.004713535308837891	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18964338302612305	9.5367431640625e-06	3.0994415283203125e-06	1.430511474609375e-06		84	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.017699115044247815	0.9147640791476408	55.49999999999995	0.09317803660565724	0.0852359208523592	595.633928571428	0.8945190493684633	0.893719806763285	0.897064964103393	0.8919803600654665	0.9459901800327333	0.9823008849557522	0.016366612111292977	0.11834554519037932	0.5	0.9083469721767594	0.09165302782324058	0.9438775510204082	0.983633387888707	0.9446004629556926	0.9459901800327333	0.9871939965873873	0.9663634832082042	3.6423823833465576	0.004713535308837891	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18964338302612305	9.5367431640625e-06	3.0994415283203125e-06	1.430511474609375e-06		84	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.007185042262073829	1.0	True	False	0.037815126050420145	0.532069970845481	25.444444444444198	0.8794520547945206	0.4679300291545189	28.93215645552066	0.24349337102094054	0.12425393380358112	0.49425484479506077	0.11995637949836424	0.5599781897491821	0.9621848739495799	0.004907306434024039	0.16544653568756731	0.5	0.12486368593238822	0.8751363140676118	0.22104247104247104	0.995092693565976	0.34661498800504126	0.5599781897491821	0.9931635596374789	0.9874187160816061	3.5032641887664795	0.0056307315826416016	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18964338302612305	9.5367431640625e-06	3.0994415283203125e-06	1.430511474609375e-06		84	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.06172839506172845	0.5311130587204207	15.200000000000088	0.8828382838283828	0.4688869412795793	17.217196261682343	0.2335463138646163	0.12337662337662338	0.46938466365869225	0.1162029459901801	0.55810147299509	0.9382716049382716	0.008183306055646433	0.2041350519664492	0.5	0.12438625204582651	0.8756137479541735	0.21965317919075145	0.9918166939443536	0.3416256552709325	0.55810147299509	0.9877598634954905	0.9781687460455596	3.5032641887664795	0.0056307315826416016	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18964338302612305	9.5367431640625e-06	3.0994415283203125e-06	1.430511474609375e-06		84	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.007185042262073829	1.0	True	False	0.037815126050420145	0.532069970845481	25.444444444444198	0.8794520547945206	0.4679300291545189	28.93215645552066	0.24349337102094054	0.12425393380358112	0.49425484479506077	0.11995637949836424	0.5599781897491821	0.9621848739495799	0.004907306434024039	0.16544653568756731	0.5	0.12486368593238822	0.8751363140676118	0.22104247104247104	0.995092693565976	0.34661498800504126	0.5599781897491821	0.9925854512307808	0.9718990956279339	3.5303726196289062	0.0035555362701416016	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18964338302612305	9.5367431640625e-06	3.0994415283203125e-06	1.430511474609375e-06		84	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.06172839506172845	0.5311130587204207	15.200000000000088	0.8828382838283828	0.4688869412795793	17.217196261682343	0.2335463138646163	0.12337662337662338	0.46938466365869225	0.1162029459901801	0.55810147299509	0.9382716049382716	0.008183306055646433	0.2041350519664492	0.5	0.12438625204582651	0.8756137479541735	0.21965317919075145	0.9918166939443536	0.3416256552709325	0.55810147299509	0.9867754559748849	0.956651156979595	3.5303726196289062	0.0035555362701416016	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18964338302612305	9.5367431640625e-06	3.0994415283203125e-06	1.430511474609375e-06		84	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.007185042262073829	1.0	True	False	0.037815126050420145	0.532069970845481	25.444444444444198	0.8794520547945206	0.4679300291545189	28.93215645552066	0.24349337102094054	0.12425393380358112	0.49425484479506077	0.11995637949836424	0.5599781897491821	0.9621848739495799	0.004907306434024039	0.16544653568756731	0.5	0.12486368593238822	0.8751363140676118	0.22104247104247104	0.995092693565976	0.34661498800504126	0.5599781897491821	0.9931635596374789	0.9874187160816061	3.510209083557129	0.003701448440551758	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18964338302612305	9.5367431640625e-06	3.0994415283203125e-06	1.430511474609375e-06		84	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.06172839506172845	0.5311130587204207	15.200000000000088	0.8828382838283828	0.4688869412795793	17.217196261682343	0.2335463138646163	0.12337662337662338	0.46938466365869225	0.1162029459901801	0.55810147299509	0.9382716049382716	0.008183306055646433	0.2041350519664492	0.5	0.12438625204582651	0.8756137479541735	0.21965317919075145	0.9918166939443536	0.3416256552709325	0.55810147299509	0.9877598634954905	0.9781687460455596	3.510209083557129	0.003701448440551758	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18964338302612305	9.5367431640625e-06	3.0994415283203125e-06	1.430511474609375e-06		84	['ResourceAllocationIndex']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.007185042262073829	1.0	True	False	0.0008196721311475308	0.7487745098039216	1219.0000000000157	0.33551554828150576	0.2512254901960784	3633.214634146388	0.7047931366559542	0.6643051771117167	0.747954837672774	0.66412213740458	0.8320610687022901	0.9991803278688525	0.0005452562704471031	0.027844154762062374	0.5	0.6646673936750273	0.33533260632497275	0.7982973149967256	0.9994547437295529	0.8149371658821	0.83206106870229	0.9986700830906339	0.9971400021177629	3.6835951805114746	0.004733562469482422	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18964338302612305	9.5367431640625e-06	3.0994415283203125e-06	1.430511474609375e-06		84	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.0	0.5585009140767825	inf	0.79050736497545	0.44149908592321757	inf	0.3420552998472102	0.20949263502454993	0.5585009140767825	0.20949263502454984	0.6047463175122749	1.0	0.0	0.0	0.5	0.20949263502454993	0.79050736497545	0.34641407307171856	1.0	0.4577036541524985	0.6047463175122749	0.9620132540092843	0.9583307188310138	3.6835951805114746	0.004733562469482422	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	1	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.18964338302612305	9.5367431640625e-06	3.0994415283203125e-06	1.430511474609375e-06		84	['PreferentialAttachment']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.007185042262073829	1.0	True	False	0.025684931506849362	0.9337160751565762	37.93333333333331	0.07098937954164337	0.0662839248434238	534.3522309711283	0.9071230785168503	0.9084619478445982	0.9080311436497268	0.9062159214830969	0.9531079607415486	0.9743150684931506	0.024536532170119973	0.13968423055569665	0.5	0.930752453653217	0.06924754634678298	0.9520356943669828	0.97546346782988	0.952284695157547	0.9531079607415485	0.9900872023536995	0.9676054905808773	3.824984312057495	0.003661632537841797	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.19066691398620605	1.049041748046875e-05	2.86102294921875e-06	1.6689300537109375e-06		126	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.03163444639718804	0.9081163859111792	30.61111111111113	0.10118043844856658	0.09188361408882083	302.5398148148151	0.8744087305640728	0.875993640699523	0.8764819395139911	0.8723404255319149	0.9361702127659575	0.968365553602812	0.029459901800327315	0.15307533965513503	0.5	0.9018003273322422	0.09819967266775775	0.9338983050847458	0.9705400981996727	0.9344904350587457	0.9361702127659575	0.9807571767995907	0.9629178780295145	3.824984312057495	0.003661632537841797	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.19066691398620605	1.049041748046875e-05	2.86102294921875e-06	1.6689300537109375e-06		126	['Degree']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.007185042262073829	1.0	True	False	0.04280155642023342	0.5344473761360304	22.363636363636235	0.8710916072408118	0.4655526238639695	25.673116555987946	0.2509923246220882	0.13333333333333333	0.4916458197157971	0.1281352235550708	0.5640676117775354	0.9571984435797666	0.005997818974918245	0.17454990304068047	0.5	0.1341330425299891	0.8658669574700109	0.23529411764705882	0.9940021810250818	0.35831820989495383	0.5640676117775354	0.9911590590434647	0.9850426083627795	3.8673477172851562	0.0036072731018066406	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.19066691398620605	1.049041748046875e-05	2.86102294921875e-06	1.6689300537109375e-06		126	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
1	test	0.007185042262073829	1.0	True	False	0.025974025974025983	0.531877729257642	37.49999999999946	0.8801313628899837	0.46812227074235807	42.607276119402364	0.24585257095332558	0.12234910277324633	0.505903703283616	0.11947626841243864	0.5597381342062193	0.974025974025974	0.00327332242225864	0.1403760097796706	0.5	0.12274959083469722	0.8772504091653028	0.2180232558139535	0.9967266775777414	0.34577635803226303	0.5597381342062193	0.9942562834665074	0.9847838300842876	3.8673477172851562	0.0036072731018066406	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.19066691398620605	1.049041748046875e-05	2.86102294921875e-06	1.6689300537109375e-06		126	['AdamicAdar']		100	10	1000	16	False	0.001	0.9	0.999	False	False
0	train	0.007185042262073829	1.0	True	False	0.04280155642023342	0.5344473761360304	22.363636363636235	0.8710916072408118	0.4655526238639695	25.673116555987946	0.2509923246220882	0.13333333333333333	0.4916458197157971	0.1281352235550708	0.5640676117775354	0.9571984435797666	0.005997818974918245	0.17454990304068047	0.5	0.1341330425299891	0.8658669574700109	0.23529411764705882	0.9940021810250818	0.35831820989495383	0.5640676117775354	0.9904907187512264	0.9688795954339916	3.8163399696350098	0.003332853317260742	Edge Prediction	Perceptron	Ensmallen	(SLDB | HomoSapiens)	16715	510505	Connected Monte Carlo	2	"{""train_size"": 0.75, ""edge_types"": [""SLI""]}"	True	72	3.7.3	Linux-3.10.0-1062.1.2.el7.x86_64-x86_64-with-centos-7.7.1908-Core	10		1.430511474609375e-05	5.0067901611328125e-06	2.384185791015625e-06	0.19066691398620605	1.049041748046875e-05	2.86102294921875e-06	1.6689300537109375e-06		126	['JaccardCoefficient']		100	10	1000	16	False	0.001	0.9	0.999	False	False
